Keys,Values
Tên TCPH:,"
Công ty Cổ phần Xi măng Sài Sơn
"
Tên chứng khoán:,Cổ phiếu Công ty Cổ phần Xi măng Sài Sơn
Mã chứng khoán:,SCJ
Mã ISIN:,VN000000SCJ3
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"Số 04/2007/GCNCP-TTLK do VSD cấp lần đầu ngày 05/09/2007, Số 04/2007/GCNCP-VSD-4 cấp thay đổi lần 4 ngày 19/12/2018"
Tổng số chứng khoán đăng ký:,37.839.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,378.390.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
