Keys,Values
Tên TCPH:,"
Công ty cổ phần Dịch vụ Cáp treo Bà Nà
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Dịch vụ Cáp treo Bà Nà
Mã chứng khoán:,BNC
Mã ISIN:,VN000000BNC1
Loại chứng khoán:,cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,Đại chúng chưa niêm yết
Giấy chứng nhận ĐKCK:,Số 29/2016/GCNCP-VSD  do VSD cấp ngày 13/04/2016
Tổng số chứng khoán đăng ký:,216.400.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,2.164.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
