Keys,Values
Tên TCPH:,"
Công ty TNHH Chứng khoán ACB
"
Tên chứng quyền:,Chứng quyền VIC/ACBS/Call/EU/Cash/6M/18
Mã chứng quyền:,CVIC2203
Mã ISIN:,VN0CVIC22031
Mã chứng khoán cơ sở:,VIC
Tổ chức phát hành mã chứng khoán cơ sở:,Tập đoàn Vingroup – Công ty CP
Loại chứng quyền:,Mua
Kiểu thực hiện:,Kiểu châu Âu
Phương thức thực hiện chứng quyền:,Bằng tiền
Thời hạn:,6 tháng
Ngày đáo hạn:,07/10/2022
Tỷ lệ chuyển đổi:,10:1
Giá thực hiện:,86.000  đồng
Giá phát hành lần đầu:,1.200  đồng/chứng quyền
Sàn giao dịch:,HOSE
Giấy chứng nhận đăng ký chứng quyền:,Số: 73/2022/GCNCW-VSD do VSD cấp lần đầu ngày 29/04/2022
Số lượng chứng quyền đăng ký lần đầu tại VSD:,5.000.000 Chứng quyền
Giá trị chứng quyền đăng ký lần đầu tại VSD theo giá phát hành:,6.000.000.000 đồng
Tổng số chứng quyền đăng ký tại VSD:,5.000.000 chứng quyền
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
