Keys,Values
Tên TCPH:,"
Công ty cổ phần Đầu tư phát triển thương mại tổng hợp Sơn Hà
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Đầu tư phát triển thương mại tổng hợp Sơn Hà
Mã chứng khoán:,HIS
Mã ISIN:,VN000000HIS4
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,Đại chúng chưa niêm yết
Giấy chứng nhận ĐKCK:,"Số 19/2014/GCNCP-VSD do VSD cấp ngày 14/03/2014, Số 19/2014/GCNCP-VSD-1 cấp thay đổi lần 1 ngày 23/12/2016"
Tổng số chứng khoán đăng ký:,6.393.253 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,63.932.530.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
