Keys,Values
Tên TCPH:,"
Công ty cổ phần Thương mại và Dịch vụ Tiến Thành
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Thương mại và Dịch vụ Tiến Thành
Mã chứng khoán:,TTH
Mã ISIN:,VN000000TTH9
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,"Số 107/2016/GCNCP-VSD do VSD cấp lần đầu ngày 28/09/2016, Số 107/2016/GCNCP-VSD-3 cấp thay đổi lần 3 ngày 19/9/2019"
Tổng số chứng khoán đăng ký:,37.374.846 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,373.748.460.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
