Keys,Values
Tên TCPH:,"
Công ty cổ phần Thương mại Dịch vụ TNS Holdings
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Thương mại Dịch vụ TNS Holdings
Mã chứng khoán:,TN1
Mã ISIN:,VN000000TN14
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,số 100/2018/GCNCP-VSD do VSD cấp ngày 09/11/2018; số 100/2018/GCNCP-VSD-5 cấp thay đổi lần 05 ngày 06/01/2022
Tổng số chứng khoán đăng ký:,34.550.737 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,345.507.370.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
