Keys,Values
Tên TCPH:,"
Công ty cổ phần Chiếu sáng Công cộng thành phố Hồ Chí Minh
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Chiếu sáng Công cộng thành phố Hồ Chí Minh
Mã chứng khoán:,CHS
Mã ISIN:,VN000000CHS7
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,Số 155 /2016/GCNCP-VSD do VSD cấp ngày 28/11/2016
Tổng số chứng khoán đăng ký:,28.400.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,284.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
