Keys,Values
Tên TCPH:,"
Công ty cổ phần Vận chuyển Sài Gòn Tourist
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Vận chuyển Sài Gòn Tourist
Mã chứng khoán:,STT
Mã ISIN:,VN000000STT6
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,số 292/2010/GCNCP - VSD do TTLKCK Việt Nam cấp ngày 08/12/2010
Tổng số chứng khoán đăng ký:,8.000.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,80.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
