Keys,Values
Tên TCPH:,"
Công ty cổ phần Du lịch và Tiếp thị Giao thông Vận tải Việt Nam - Vietravel
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Du lịch và Tiếp thị Giao thông Vận tải Việt Nam - Vietravel
Mã chứng khoán:,VTR
Mã ISIN:,VN000000VTR4
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"Số 49/2015/GCNCP-VSD do VSD cấp lần đầu ngày 30/6/2015, Số 49/2015/GCNCP-VSD-6 cấp thay đổi lần 6 ngày  14/09/2020"
Tổng số chứng khoán đăng ký:,17.294.833 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,172.948.330.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
