Keys,Values
Tên TCPH:,"
Công ty Cổ phần Môi trường và  Công trình đô thị Nghệ An
"
Tên chứng khoán:,Cổ phiếu Công ty Cổ phần Môi trường và Công trình đô thị Nghệ An
Mã chứng khoán:,NAU
Mã ISIN:,VN000000NAU5
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,số 238/2017/GCNCP-VSD do VSD cấp ngày 28/12/2017
Tổng số chứng khoán đăng ký:,3.669.999 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,36.699.990.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
