Keys,Values
Tên TCPH:,"
Công ty cổ phần Vận tải Vinaconex
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Vận tải Vinaconex
Mã chứng khoán:,VCV
Mã ISIN:,VN000000VCV2
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,Đại chúng chưa niêm yết
Giấy chứng nhận ĐKCK:,Số 184/2010/GCNCP-VSD  do VSD cấp ngày 28/07/2010
Tổng số chứng khoán đăng ký:,11.007.183 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,110.071.830.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
