Keys,Values
Tên TCPH:,"
Công ty cổ phần Sách và Thiết bị giáo dục miền Bắc
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Sách và Thiết bị giáo dục miền Bắc
Mã chứng khoán:,NBE
Mã ISIN:,VN000000NBE7
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,Số 123/2017/GCNCP-VSD do VSD cấp ngày 15/06/2017
Tổng số chứng khoán đăng ký:,5.000.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,50.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
