Keys,Values
Tên TCPH:,"
Công ty cổ phần Chứng khoán KB Việt Nam
"
Tên chứng khoán:,Cổ phiếu  Công ty cổ phần Chứng khoán KB Việt Nam
Mã chứng khoán:,MSI
Mã ISIN:,VN000000MSI4
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,Đại chúng chưa niêm yết
Giấy chứng nhận ĐKCK:,"Số 67/2016/GCNCP-VSD do VSD cấp lần đầu ngày 13/07/2016, Số 67/2016/GCNCP-VSD-1 cấp thay đổi lần 1 ngày 28/02/2018"
Tổng số chứng khoán đăng ký:,30.000.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,300.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
