Keys,Values
Tên TCPH:,"
Công ty cổ phần TRANSIMEX
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần TRANSIMEX
Mã chứng khoán:,TMS
Mã ISIN:,VN000000TMS1
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,"số 12/GCN/TTGD2 cấp lần đầu ngày 02/08/2000, Số: 12/2000/GCNCP-VSD-22 do VSD  cấp thay đổi lần thứ 22 ngày 12/11/2020"
Tổng số chứng khoán đăng ký:,105.871.548 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,1.058.715.480.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
