Keys,Values
Tên TCPH:,"
CTCP Gạch Ngói Cao Cấp
"
Tên chứng khoán:,Cổ phiếu CTCP Gạch ngói cao cấp
Mã chứng khoán:,MCC
Mã ISIN:,VN000000MCC1
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,"Số 73/2010/GCNCP-VSD do TTLKCK Việt Nam cấp ngày 24/03/2010, Số 73/2010/GCNCP-VSD-1 cấp thay đổi lần 1 ngày 08/07/2016"
Tổng số chứng khoán đăng ký:,5.016.124 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,50.161.240.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
