Keys,Values
Tên TCPH:,"
Công ty Cổ phần Cơ khí Gang Thép
"
Tên chứng khoán:,Cổ phiếu Công ty Cổ phần Cơ khí Gang thép
Mã chứng khoán:,GEC
Mã ISIN:,VN000000GEC9
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,Đại chúng chưa niêm yết
Giấy chứng nhận ĐKCK:,số 22/2010/GCNCP-VSD do TTLKCK Việt Nam cấp ngày 26/01/2010
Tổng số chứng khoán đăng ký:,2.000.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,20.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
