Keys,Values
Tên TCPH:,"
Công ty Cổ phần Bao bì PP Bình Dương
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Bao bì PP Bình Dương
Mã chứng khoán:,HBD
Mã ISIN:,VN000000HBD1
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"Số 83/2006/GCNCP-CNTTLK do VSD cấp ngày 22/12/2006, số 83/2006/GCNCP-VSD-1 cấp thay đổi lần 1 ngày 21/06/2018"
Tổng số chứng khoán đăng ký:,2.011.100 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,20.111.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
