Keys,Values
Tên TCPH:,"
CTCP Điện Lực Dầu khí Nhơn Trạch 2
"
Tên chứng khoán:,Cổ phiếu CTCP Điện lực Dầu Khí Nhơn Trạch 2
Mã chứng khoán:,NT2
Mã ISIN:,VN000000NT22
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,"số 126/2009/GCNCP-VSD do TTLKCK Việt Nam cấp lần đầu ngày 29/12/2009, số 126/2009/GCNCP-VSD-3 cấp thay đổi lần 3 ngày 15/3/2017"
Tổng số chứng khoán đăng ký:,287.876.029 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,2.878.760.290.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
