Keys,Values
Tên TCPH:,"
Kho bạc Nhà nước- Bộ tài chính
"
Tên chứng khoán:,Trái phiếu Chính phủ BLPH đợt 15/2006
Mã chứng khoán:,CP061106
Mã ISIN:,VN0CP0611069
Loại chứng khoán:,Trái phiếu Chính phủ
Mệnh giá:,100.000 đồng
Sàn giao dịch (*):,Trái phiếu chuyên biệt
Giấy chứng nhận ĐKCK:,06/2006/GCNTP-TTLK ngày 29/6/2006
Tổng số chứng khoán đăng ký:,9.840.000 Trái phiếu
Tổng giá trị chứng khoán đăng ký:,1.475.995.080.000 đồng
Hình thức phát hành:,Bảo lãnh
Lãi suất:,8.72%/năm
Cách thức trả lãi:,
Kỳ hạn:,5 năm
Ngày phát hành:,21/06/2006
Ngày đáo hạn:,21/06/2011
Nơi quản lý tại VSD:,Trụ sở chính
