Keys,Values
Tên TCPH:,"
Công ty cổ phần Đầu tư Kinh doanh Phát triển Bất động sản FLCHomes
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Đầu tư Kinh doanh Phát triển Bất động sản FLCHomes
Mã chứng khoán:,FHH
Mã ISIN:,VN000000FHH3
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,số 57/2019/GCNCP-VSDngày 26/11/2019 do VSD cấp ngày 26/11/2019
Tổng số chứng khoán đăng ký:,416.000.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,4.160.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
