Keys,Values
Tên TCPH:,"
Công ty cổ phần Công trình Giao thông Sông Đà
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Công trình Giao Thông Sông Đà
Mã chứng khoán:,SKS
Mã ISIN:,VN000000SKS7
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,"số 03/2009/GCNCP-TTLK do TTLKCK Việt Nam cấp lần đầu  ngày 16/01/2009, số 03/2009/GCNCP-VSD-2 cấp thay đổi lần 2 ngày 23/9/2010"
Tổng số chứng khoán đăng ký:,4.500.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,45.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
