Keys,Values
Tên TCPH:,"
Công ty cổ phần Than Tây Nam Đá Mài-Vinacomin
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Than Tây Nam Đá Mài-Vinacomin
Mã chứng khoán:,TND
Mã ISIN:,VN000000TND1
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,Số 114/2015/GCNCP-VSD do VSD cấp ngày 23/11/2015
Tổng số chứng khoán đăng ký:,16.000.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,160.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
