Keys,Values
Tên TCPH:,"
Công ty Cổ phần Victory Capital
"
Tên chứng khoán:,Cổ phiếu Công ty Cổ phần Victory Capital
Mã chứng khoán:,PTL
Mã ISIN:,VN000000PTL9
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,số 219/2010/GCNCP-VSD do TTLKCK Việt Nam cấp ngày 14/09/2010; số: 219/2010/GCNCP-VSD-1 cấp thay đổi lần 01 ngày 17/03/2022
Tổng số chứng khoán đăng ký:,100.000.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,1.000.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
