Keys,Values
Tên TCPH:,"
CTCP Đầu tư Phát triển Vận tải Vĩnh Phú
"
Tên chứng khoán:,Cổ phiếu CTCP Đầu tư Phát triển Vận tải Vĩnh Phú
Mã chứng khoán:,STJ
Mã ISIN:,VN000000STJ7
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,Đại chúng chưa niêm yết
Giấy chứng nhận ĐKCK:,"số 48/2011/GCNCP-VSD do Trung tâm lưu ký Chứng khoán Việt Nam cấp lần đầu ngày 30/6/2011, số 48/2011/GCNCP-VSD-2 cấp thay đổi lần 2 ngày 30/03/2018"
Tổng số chứng khoán đăng ký:,4.200.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,42.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
