Keys,Values
Tên TCPH:,"
Công ty Cổ phần Khoáng sản và Vật liệu Xây dựng Lâm Đồng
"
Tên chứng khoán:,Cổ phiếu Công ty Cổ phần Khoáng sản và Vật liệu Xây dựng Lâm Đồng
Mã chứng khoán:,LBM
Mã ISIN:,VN000000LBM4
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,"số 59/2006/GCNCP-CNTTLK do TTLKCK Việt Nam cấp ngày 13/12/2006, số 59/2006/GCNCP-VSD-4 cấp thay đổi lần thứ 4 ngày 17/04/2019"
Tổng số chứng khoán đăng ký:,10.000.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,100.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
