Keys,Values
Tên TCPH:,"
Công ty cổ phần Xây dựng Phục Hưng Holdings
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Xây dựng Phục Hưng Holdings
Mã chứng khoán:,PHC
Mã ISIN:,VN000000PHC3
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,"Số 76/2009/GCNCP-VSD do VSD cấp lần đầu ngày 23/10/2009, Số 76/2009/GCNCP-VSD-9 cấp thay đổi lần thứ 9 ngày 20/12/2021"
Tổng số chứng khoán đăng ký:,50.681.927 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,506.819.270.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
