Keys,Values
Tên TCPH:,"
Công ty cổ phần Dược phẩm Trung ương 3
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Dược phẩm Trung ương 3
Mã chứng khoán:,DP3
Mã ISIN:,VN000000DP36
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,"Số 11/2015/GCNCP-VSD do VSD cấp lần đầu ngày 10/02/2015, Số 11/2015/GCNCP-VSD-2 cấp thay đổi lần 2 ngày 06/05/2019"
Tổng số chứng khoán đăng ký:,8.600.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,86.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
