Keys,Values
Tên TCPH:,"
Công ty cổ phần Chứng Khoán Tràng An
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Chứng Khoán Tràng An
Mã chứng khoán:,TAS
Mã ISIN:,VN000000TAS6
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,Đại chúng chưa niêm yết
Giấy chứng nhận ĐKCK:,số 20/2009/GCNCP-VSD do VSD cấp ngày 17/06/2009
Tổng số chứng khoán đăng ký:,13.900.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,139.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
