Keys,Values
Tên TCPH:,"
Công ty cổ phần  Vận tải và Chế biến Than Đông Bắc
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Vận tải và Chế biến Than Đông Bắc
Mã chứng khoán:,VDB
Mã ISIN:,VN000000VDB2
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,số 75/2018/GCNCP-VSD do VSD cấp lần đầu ngày 07/09/2018; số 75/2018/GCNCP-VSD-2 cấp thay đổi lần 02 ngày 24/03/2022
Tổng số chứng khoán đăng ký:,7.889.510 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,78.895.100.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
