Keys,Values
Tên TCPH:,"
Ủy ban nhân dân thành phố  Hải Phòng
"
Tên chứng khoán:,Trái phiếu Chính quyền địa phương Thành phố Hải Phòng năm 2017
Mã chứng khoán:,HPGB17438
Mã ISIN:,VNHPGB174380
Loại chứng khoán:,Trái phiếu Chính quyền địa phương
Mệnh giá:,100.000 đồng
Sàn giao dịch (*):,Trái phiếu chuyên biệt
Giấy chứng nhận ĐKCK:,Số: 102/2017/GCNTP-VSD do VSD cấp lần đầu ngày 20/12/2017
Tổng số chứng khoán đăng ký:,1.744.100 Trái phiếu
Tổng giá trị chứng khoán đăng ký:,174.410.000.000 đồng
Hình thức phát hành:,Bảo lãnh phát hành
Lãi suất:,6%/năm
Cách thức trả lãi:,Tiền gốc trái phiếu được thanh toán 1 lần khi đến hạn; tiền lãi trái phiếu được thanh toán định kỳ hàng năm vào ngày 11/12 kể từ năm 2018 đến năm đáo hạn.
Kỳ hạn:,5 năm
Ngày phát hành:,11/12/2017
Ngày đáo hạn:,11/12/2022
Nơi quản lý tại VSD:,Trụ sở chính
