Keys,Values
Tên TCPH:,"
Công ty cổ phần Công viên, Cây xanh Hải Phòng
"
Tên chứng khoán:,"Cổ phiếu Công ty cổ phần Công viên, Cây xanh Hải Phòng"
Mã chứng khoán:,CVH
Mã ISIN:,VN000000CVH1
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,số 84/2017/GCNCP-VSD do VSD cấp ngày 19/04/2017
Tổng số chứng khoán đăng ký:,1.280.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,12.800.000.000 đồng
Hình thức đăng ký:, Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
