Keys,Values
Tên TCPH:,"
Công ty cổ phần Tập đoàn F.I.T
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Tập đoàn F.I.T
Mã chứng khoán:,FIT
Mã ISIN:,VN000000FIT6
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,Số 08/2013/GCNCP-VSD do VSD cấp lần đầu ngày 17/05/2013. Số 08/2013/GCNCP-VSD-15 cấp thay đổi lần 15 ngày 26/05/2022
Tổng số chứng khoán đăng ký:,289.002.640 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,2.890.026.400.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
