Keys,Values
Tên TCPH:,"
Công ty cổ phần Xây lắp Thành An 96
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Xây lắp Thành An 96
Mã chứng khoán:,TA9
Mã ISIN:,VN000000TA92
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,"Số 47/2014/GCNCP-VSD do VSD cấp lần đầu ngày 25/6/2014, số 47/2014/GCNCP-VSD-3 thay đổi lần 3 ngày 07/09/2018"
Tổng số chứng khoán đăng ký:,12.419.787 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,124.197.870.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
