Keys,Values
Tên TCPH:,"
Tổng Công ty Đầu tư Phát triển đường cao tốc Việt Nam - Công ty TNHH Một thành viên
"
Tên chứng khoán:,Trái phiếu Tổng Công ty Ðầu tư Phát triển đường cao tốc Việt Nam
Mã chứng khoán:,VEC10905
Mã ISIN:,VN0VEC109058
Loại chứng khoán:,Trái phiếu được Chính phủ bảo lãnh
Mệnh giá:,100.000 đồng
Sàn giao dịch (*):,Trái phiếu chuyên biệt
Giấy chứng nhận ĐKCK:,16/2009/GCNTP-TTLK cấp ngày 17/8/2009
Tổng số chứng khoán đăng ký:,3.000.000 Trái phiếu
Tổng giá trị chứng khoán đăng ký:,300.000.000.000 đồng
Hình thức phát hành:,Bảo lãnh
Lãi suất:,8.5%/năm
Cách thức trả lãi:,Cuối kỳ
Kỳ hạn:,5 năm
Ngày phát hành:,23/01/2009
Ngày đáo hạn:,23/01/2014
Nơi quản lý tại VSD:,Trụ sở chính
