Keys,Values
Tên TCPH:,"
Công ty Cổ phần ống thép Việt Đức VG PIPE
"
Tên chứng khoán:,Cổ phiếu Công ty Cổ phần ống thép Việt Đức VG PIPE
Mã chứng khoán:,VGS
Mã ISIN:,VN000000VGS9
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,Số 52/2008/GCNCP-TTLK do VSD cấp lần đầu ngày 13/11/2008. Số 52/2008/GCNCP-VSD-3 do VSD cấp thay đổi lần 3 ngày 11/03/2019
Tổng số chứng khoán đăng ký:,42.111.589 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,421.115.890.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
