Keys,Values
Tên TCPH:,"
Công ty Cổ phần Sông Đà 10
"
Tên chứng khoán:,Cổ phiếu Công ty Cổ phần Sông Đà 10
Mã chứng khoán:,SDT
Mã ISIN:,VN000000SDT0
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,"Số 24/2006/GCNCP-TTLK do VSD cấp lần đầu ngày 11/12/2006, 24/2006/GCNCP-VSD-6 cấp thay đổi lần thứ 6 ngày 08/12/2014"
Tổng số chứng khoán đăng ký:,42.732.311 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,427.323.110.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
