Keys,Values
Tên TCPH:,"
Công ty cổ phần Tập đoàn Đầu tư Địa ốc No Va
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Tập đoàn Đầu tư Địa ốc No Va
Mã chứng khoán:,NVL
Mã ISIN:,VN000000NVL0
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,"số 195/2016/GCNCP-VSD do VSD cấp lần đầu ngày 15/12/2016, Số: 195/2016/GCNCP-VSD-24 cấp thay đổi lần 24 ngày 27/05/2022"
Tổng số chứng khoán đăng ký:,1.949.725.519 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,19.497.255.190.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
