Keys,Values
Tên TCPH:,"
Công ty cổ phần Môi trường và Công trình đô thị Huế
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Môi trường và Công trình đô thị Huế
Mã chứng khoán:,HEP
Mã ISIN:,VN000000HEP9
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,Số 197/2017/GCNCP-VSD do VSD cấp ngày 17/10/2017
Tổng số chứng khoán đăng ký:,6.000.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,60.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
