Keys,Values
Tên TCPH:,"
Công ty cổ phần Sản xuất và Cung ứng vật liệu xây dựng Kon Tum
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Sản xuất và Cung ứng vật liệu xây dựng Kon Tum
Mã chứng khoán:,NXT
Mã ISIN:,VN000000NXT9
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,số 61/2020/GCNCP-VSD do VSD cấp lần đầu ngày 30/09/2020
Tổng số chứng khoán đăng ký:,3.300.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,33.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
