Keys,Values
Tên TCPH:,"
Công ty Cổ phần Tập đoàn Masan
"
Tên chứng khoán:,Trái phiếu MSNPO2022_01
Mã chứng khoán:,MSN11906
Mã ISIN:,VN0MSN119067
Loại chứng khoán:,Trái phiếu doanh nghiệp
Mệnh giá:,100.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,số 38/2019/GCNTP-VSD do VSD cấp ngày 28/10/2019 
Tổng số chứng khoán đăng ký:,15.000.000 Trái phiếu
Tổng giá trị chứng khoán đăng ký:,1.500.000.000.000 đồng
Hình thức phát hành:,Ghi sổ
Lãi suất:,"Lãi suất kết hợp giữa lãi suất thả nổi và lãi suất cố định. Cụ thể, 
+ Lãi suất đối với hai kỳ tính lãi đầu tiên: 10%/năm;
+ Lãi suất cho mỗi kỳ tính lãi sau hai kỳ tính lãi đầu tiên: Lãi suất bằng tổng của 3,2%/năm và lãi suất tham chiếu là trung bình cộng của các mức lãi suất tiền gửi tiết kiệm cá nhân (trả lãi sau) kỳ hạn 12 tháng (hoặc tương đương) bằng tiền đồng Việt Nam do Ngân hàng TMCP Công thương Việt Nam - Chi nhánh TP. Hà Nội, Ngân hàng TMCP Ngoại thương Việt Nam - Sở Giao dịch, Ngân hàng Nông nghiệp và Phát triển Nông thôn Việt Nam - Sở Giao dịch, Ngân hàng TMCP Đầu tư và Phát triển Việt Nam - Chi nhánh Sở Giao dịch 1 công bố vào ngày xác định lãi suất có liên quan.
"
Cách thức trả lãi:,Chuyển khoản
Kỳ hạn:,03 năm
Ngày phát hành:,26/09/2019
Ngày đáo hạn:,26/09/2022
Nơi quản lý tại VSD:,Chi nhánh
