Keys,Values
Tên TCPH:,"
Công ty cổ phần PVI
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần PVI
Mã chứng khoán:,PVI
Mã ISIN:,VN000000PVI1
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,"Số 02/2007/GCNCP-TTLK do VSD cấp lần đầu ngày 07/08/2007, Số 02/2007/GCNCP-VSD-7 cấp thay đổi lần thứ 7 ngày 31/07/2012"
Tổng số chứng khoán đăng ký:,234.241.867 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,2.342.418.670.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
