Keys,Values
Tên TCPH:,"
Công ty cổ phần Thông tin tín hiệu Đường sắt Đà Nẵng
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Thông tin tín hiệu Đường sắt Đà Nẵng
Mã chứng khoán:,RTS
Mã ISIN:,VN000000RTS0
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,Số 91/2016/GCNCP-VSD do VSD cấp lần đầu ngày 29/08/2016
Tổng số chứng khoán đăng ký:,1.083.333 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,10.833.330.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
