Keys,Values
Tên TCPH:,"
Công ty Cổ phần Chứng khoán Sao Việt
"
Tên chứng khoán:,Cổ phiếu Công ty Cổ phần Chứng khoán Sao Việt
Mã chứng khoán:,SVS
Mã ISIN:,VN000000SVS4
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,Đại chúng chưa niêm yết
Giấy chứng nhận ĐKCK:,số 44/2009/GCNCP-VSD do TTLKCK Việt Nam cấp ngày 08/09/2009
Tổng số chứng khoán đăng ký:,27.000.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,270.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
