Keys,Values
Tên TCPH:,"
Công ty cổ phần Cấp nước Kon Tum
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Cấp nước Kon Tum
Mã chứng khoán:,KTW
Mã ISIN:,VN000000KTW7
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"số 11CPH/2019/GCNCP-VSD do VSD cấp ngày 30/05/2019, Số:  32/2019/GCNCP-VSD cấp thay đổi ngày 02/08/2019"
Tổng số chứng khoán đăng ký:,8.330.200 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,83.302.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
