Keys,Values
Tên TCPH:,"
Tổng Công ty cổ phần Bảo hiểm Petrolimex
"
Tên chứng khoán:,Cổ  phiếu Tổng Công ty cổ phần Bảo hiểm Petrolimex
Mã chứng khoán:,PGI
Mã ISIN:,VN000000PGI2
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,"Số 41/2011/GCNCP-VSD do VSD cấp lần đầu ngày 07/06/2011, Số 41/2011/GCNCP-VSD-3 cấp sửa đổi lần 3 ngày 21/04/2022"
Tổng số chứng khoán đăng ký:,110.896.796 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,1.108.967.960.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
