Keys,Values
Tên TCPH:,"
Công ty cổ phần Tư vấn Đầu tư và Thiết kế Xây dựng Việt Nam
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Tư vấn Đầu tư và Thiết kế Xây dựng Việt Nam
Mã chứng khoán:,CDV
Mã ISIN:,VN000000CDV0
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,số 64/2019/GCNCP-VSD do VSD cấp ngày 09/12/2019
Tổng số chứng khoán đăng ký:,880.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,8.800.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
