Keys,Values
Tên TCPH:,"
Công ty Cổ phần Tập đoàn Masan
"
Tên chứng khoán:,Cổ phiếu Công ty Cổ phần Tập đoàn Masan
Mã chứng khoán:,MSN
Mã ISIN:,VN000000MSN4
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,"Số 096/2009/GCNCP-VSD  do VSD cấp lần đầu ngày 30/10/2009,Số:  096/2009/GCNCP-VSD-17 cấp thay đổi lần 17 ngày 05/05/2022"
Tổng số chứng khoán đăng ký:,1.416.641.576 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,14.166.415.760.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
