Keys,Values
Tên TCPH:,"
Công ty cổ phần Du lịch và Xuất nhập khẩu Lạng Sơn
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Du lịch và Xuất nhập khẩu Lạng Sơn
Mã chứng khoán:,DXL
Mã ISIN:,VN000000DXL7
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,Số 80/2010/GCNCP-VSD do VSD cấp lần đầu ngày 02/04/2010. Số 80/2010/GCNCP-VSD-2 cấp thay đổi lần thứ 2 ngày 07/12/2018
Tổng số chứng khoán đăng ký:,3.957.900 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,39.579.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
