Keys,Values
Tên TCPH:,"
Công ty cổ phần Chè Biển Hồ
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Chè Biển Hồ
Mã chứng khoán:,BHG
Mã ISIN:,VN000000BHG4
Loại chứng khoán:,Cổ phiếu phổ  thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"số 19 CPH/2018/GCNCP-VSD do VSD cấp ngày 05/09/2018, Số:  102/2018/GCNCP-VSD cấp ngày 15/11/2018"
Tổng số chứng khoán đăng ký:,8.935.643 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,89.356.430.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
