Keys,Values
Tên TCPH:,"
Công ty cổ phần Clever Group
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Clever Group
Mã chứng khoán:,ADG
Mã ISIN:,VN000000ADG5
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,"số 52/2019/GCNCP-VSD do VSD cấp ngày 06/11/2019, số 52/2019/GCNCP-VSD-3 cấp thay đổi lần 3 ngày 17/09/2021"
Tổng số chứng khoán đăng ký:,19.889.098 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,198.890.980.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
