Keys,Values
Tên TCPH:,"
Công ty cổ phần Môi trường đô thị Cà Mau
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Môi trường đô thị Cà Mau
Mã chứng khoán:,CAM
Mã ISIN:,VN000000CAM5
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,số 18/CPH/2019/GCNCP-VSD do VSD cấp lần đầu ngày 17/07/2019; số 41/2021/GCNCP-VSD cấp lại ngày 14/10/2021
Tổng số chứng khoán đăng ký:,1.310.700 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,13.107.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
