Keys,Values
Tên TCPH:,"
Công ty cổ phần Nhựa, Bao bì Vinh
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Nhựa - Bao bì Vinh
Mã chứng khoán:,VBC
Mã ISIN:,VN000000VBC4
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,"Số 31/2010/GCNCP-VSD do VSD cấp lần đầu ngày 02/02/2010, Số 31/2010/GCNCP-VSD -2 cấp thay đổi lần thứ 2 ngày 07/9/2017"
Tổng số chứng khoán đăng ký:,7.499.972 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,74.999.720.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
