Keys,Values
Tên TCPH:,"
Công ty cổ phần Quản lý Bảo trì Đường thủy nội địa số 10
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Quản lý Bảo trì Đường thủy nội địa số 10
Mã chứng khoán:,QLT
Mã ISIN:,VN000000QLT7
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,số 36/2017/GCNCP-VSD do VSD cấp lần đầu ngày 24/01/2017
Tổng số chứng khoán đăng ký:,1.500.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,15.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
