Keys,Values
Tên TCPH:,"
Công ty cổ phần Khu Công nghiệp Cao su Bình Long
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Khu Công nghiệp Cao su Bình Long
Mã chứng khoán:,MH3
Mã ISIN:,VN000000MH35
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,Số 70/2015/GCNCP-VSD do VSD cấp ngày 25/8/2015
Tổng số chứng khoán đăng ký:,12.000.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,120.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
