STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,36.254.754,362.547.540.000,151/2017/GCNCP-VSD,02/08/2017
2,Điều chỉnh lần 1,Đăng ký bổ sung,4.245.246,42.452.460.000,151/2017/GCNCP-VSD -1,13/07/2018
Tổng cộng:,Tổng cộng:,Tổng cộng:,40.500.000,405.000.000.000,,
