STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,10.000.000,100.000.000.000,70/2011/GCNCP-VSD,04/11/2011
2,Điều chỉnh lần 1,Đăng ký bổ sung,5.000.000,50.000.000.000,70/2011/GCNCP-VSD-1,28/06/2012
3,Điều chỉnh lần 2,Đăng ký bổ sung,7.499.981,74.999.810.000,70/2011/GCNCP-VSD-2,04/09/2012
4,Điều chỉnh lần 3,Đăng ký bổ sung,15.749.967,157.499.670.000,70/2011/GCNCP-VSD-3,03/07/2013
5,Điều chỉnh lần 4,Đăng ký bổ sung,19.114.293,191.142.930.000,70/2011/GCNCP-VSD-4,29/09/2014
6,Điều chỉnh lần 5,Đăng ký bổ sung,53.631.316,536.313.160.000,70/2011/GCNCP-VSD-5,24/03/2015
7,Điều chỉnh lần 6,Đăng ký bổ sung,122.094.871,1.220.948.710.000,70/2011/GCNCP-VSD-6,29/10/2015
8,Điều chỉnh lần 7,Đăng ký bổ sung,41.653.635,416.536.350.000,số 70/2011/GCNCP-VSD-7,12/04/2016
9,Điều chỉnh lần 8,Đăng ký bổ sung,46.704.090,467.040.900.000,07/02/2022,27/01/2022
Tổng cộng:,Tổng cộng:,Tổng cộng:,321.448.153,3.214.481.530.000,,
