STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,54.000.000,540.000.000.000,34/2010/GCNCP-CNVSD,26/12/2010
2,Điều chỉnh lần 1,Đăng ký bổ sung,3.706.814,37.068.140.000,34/2010/GCNCP-VSD-1,16/02/2011
3,Điều chỉnh lần 2,Đăng ký bổ sung,4.674.719,46.747.190.000,34/2010/GCNCP-VSD-2,08/01/2013
4,Điều chỉnh lần 3,Đăng ký bổ sung,18.304.155,183.041.550.000,34/2010/GCNCP-VSD-3,26/03/2013
5,Điều chỉnh lần 4,Đăng ký bổ sung,3.959.876,39.598.760.000,34/2010/GCNCP-VSD-04,20/01/2016
6,Điều chỉnh lần 5,Đăng ký bổ sung,8.316.749,83.167.490.000,34/2010/GCNCP-VSD-5,25/10/2017
7,Điều chỉnh lần 6,Đăng ký bổ sung,9.148.308,91.483.080.000,số 34/2010/GCNCP-VSD-6,24/07/2018
Tổng cộng:,Tổng cộng:,Tổng cộng:,102.110.621,1.021.106.210.000,,
