STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,18.670.000,1.867.000.000.000,54/2011/GCNTP-VSD,12/09/2011
2,Điều chỉnh lần 1,Đăng ký bổ sung,2.500.000,250.000.000.000,54/2011/GCNTP-VSD-1,22/09/2011
3,Điều chỉnh lần 2,Đăng ký bổ sung,3.500.000,350.000.000.000,54/2011/GCNTP-VSD-2,30/09/2011
4,Điều chỉnh lần 3,Đăng ký bổ sung,5.000.000,500.000.000.000,54/2011/GCNTP-VSD-3,11/10/2011
5,Điều chỉnh lần 4,Đăng ký bổ sung,500.000,50.000.000.000,54/2011/GCNTP-VSD-4,21/10/2011
6,Điều chỉnh lần 5,Đăng ký bổ sung,3.000.000,300.000.000.000,54/2011/GCNTP-VSD-5,07/11/2011
7,Điều chỉnh lần 6,Đăng ký bổ sung,3.500.000,350.000.000.000,54/2011/GCNTP-VSD-6,14/11/2011
8,Điều chỉnh lần 7,Đăng ký bổ sung,1.000.000,100.000.000.000,54/2011/GCNTP-VSD-7,28/11/2011
9,Điều chỉnh lần 8,Đăng ký bổ sung,170.000,17.000.000.000,54/2011/GCNTP-VSD-8,12/12/2011
Tổng cộng:,Tổng cộng:,Tổng cộng:,37.840.000,3.784.000.000.000,,
