STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,11.400.000,114.000.000.000,số 86/2014/GCNCP-VSD do VSD cấp ngày 03/12/2014,03/12/2014
Tổng cộng:,Tổng cộng:,Tổng cộng:,11.400.000,114.000.000.000,,
