STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,4.900.000,49.000.000.000,61/2010/GCNCP-VSD,17/03/2010
2,Điều chỉnh lần 1,Đăng ký bổ sung,538.999,5.389.990.000,61/2010/GCNCP-VSD-1,17/08/2010
3,Điều chỉnh lần 2,Đăng ký bổ sung,400.000,4.000.000.000,61/2010/GCNCP-VSD-2,11/08/2011
4,Điều chỉnh lần 3,Thay đổi tên TCPH,0,0,61/2010/GCNCP-VSD-3,27/10/2017
Tổng cộng:,Tổng cộng:,Tổng cộng:,5.838.999,58.389.990.000,,
