STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,39.463.400,394.634.000.000,02/2009/GCNCP,20/01/2009
2,Điều chỉnh lần 1,Đăng ký bổ sung,19.699.386,196.993.860.000,21/2010/GCNCP-CNVSD,01/02/2010
3,Điều chỉnh lần 2,Đăng ký bổ sung,836.900,8.369.000.000,70/2010/GCNCP-CNVSD,14/05/2010
4,Điều chỉnh lần 3,Đăng ký bổ sung,39.848.951,398.489.510.000,02/2009/GCNCP-VSD-3,28/11/2011
5,Điều chỉnh lần 4,Đăng ký bổ sung,1.000.000,10.000.000.000,02/2009/GCNCP-VSD-4,28/03/2012
6,Điều chỉnh lần 5,Đăng ký bổ sung,25.208.121,252.081.210.000,02/2009/GCNCP-VSD-5,03/01/2014
7,Điều chỉnh lần 6,Đăng ký bổ sung,1.200.000,12.000.000.000,02/2009/GCNCP-VSD-6,06/01/2014
8,Điều chỉnh lần 7,Đăng ký bổ sung,2.500.000,25.000.000.000,số 02/2009/GCNCP-VSD-7,07/03/2017
9,Điều chỉnh lần 8,Đăng ký bổ sung,176.125.505,1.761.255.050.000,số 02/2009/GCNCP-VSD-8,02/07/2019
10,Điều chỉnh lần 9,Đăng ký bổ sung,152.170.104,1.521.701.040.000,số 02/2009/GCNCP-VSD-9,24/01/2022
Tổng cộng:,Tổng cộng:,Tổng cộng:,458.052.367,4.580.523.670.000,,
