STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,8.310.000,83.100.000.000,Số 103/2016/GCNCP-VSD,19/09/2016
Tổng cộng:,Tổng cộng:,Tổng cộng:,8.310.000,83.100.000.000,,
