STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Cấp Giấy chứng nhận đăng ký cổ phiếu trúng đấu giá,13.816.193,138.161.930.000,số 10CPH/2018/GCNCP-VSD,06/03/2018
2,Điều chỉnh lần 1,Đăng ký bổ sung,78.800.000,788.000.000.000,số 17/2019/GCNCP-VSD,09/04/2019
Tổng cộng:,Tổng cộng:,Tổng cộng:,78.800.000,788.000.000.000,,
