STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,2.000.000,20.000.000.000,31/2008/GCNCP - TTLK,02/07/2008
2,Điều chỉnh lần 1,Đăng ký bổ sung,139.996,1.399.960.000,31/2008/GCNCP - TTLK-1,23/06/2009
3,Điều chỉnh lần 2,Đăng ký bổ sung,2.860.004,28.600.040.000,31/2008/GCNCP - VSD-2,04/10/2010
4,Điều chỉnh lần 3,Đăng ký bổ sung,249.846,2.498.460.000,31/2008/GCNCP-VSD-3,31/10/2014
5,Điều chỉnh lần 4,Đăng ký bổ sung,262.215,2.622.150.000,31/2008/GCNCP-VSD-4,06/11/2015
6,Điều chỉnh lần 5,Đăng ký bổ sung,4.487.939,44.879.390.000,số 31/2008/GCNCP-VSD-5,18/04/2018
7,Điều chỉnh lần 6,Đăng ký bổ sung,1.000.000,10.000.000.000,31/2008/GCNCP-VSD-6,11/09/2018
8,Điều chỉnh lần 7,Đăng ký bổ sung,1.099.764,10.997.640.000,số 31/2008/GCNCP-VSD-7,01/07/2019
9,Điều chỉnh lần 8,Đăng ký bổ sung,16.900.236,169.002.360.000,số 31/2008/GCNCP-VSD-8,26/09/2019
10,Điều chỉnh lần 9,Đăng ký bổ sung,1.000.000,10.000.000.000,số 31/2008/GCNCP-VSD-9,18/02/2020
11,Điều chỉnh lần 10,Thay đổi tên TCPH,0,0,số: 31/2008/GCNCP-VSD-10,24/06/2020
12,Điều chỉnh lần 11,Đăng ký bổ sung,1.999.758,19.997.580.000,số 31/2008/GCNCP-VSD-11,29/10/2020
13,Điều chỉnh lần 12,Đăng ký bổ sung,1.599.707,15.997.070.000,31/2008/GCNCP-VSD-12,10/08/2021
14,Điều chỉnh lần 13,Đăng ký bổ sung,1.650.000,16.500.000.000,31/2008/GCNCP-VSD-13,28/12/2021
15,Điều chỉnh lần 14,Đăng ký bổ sung,14.750.535,147.505.350.000,31/2008/GCNCP-VSD-14,15/02/2022
Tổng cộng:,Tổng cộng:,Tổng cộng:,50.000.000,500.000.000.000,,
